subject_id,T001s: Country,T001s: County,T001s: State/Province,T002t: Scientific Name,T003t: Location,T006t: Collected By,T008s: Month,T009s: Day,T010s: Year,T012t: Other Notes,T013s: Sex,T016t: Latitude,T017t: Longitude,T018t: Elevation,T020t: DNA Voucher Number,subject_associatedCollectors,subject_associatedTaxa,subject_basisOfRecord,subject_catalogNumber,subject_class,subject_collectionCode,subject_coordinateUncertaintyInMeters,subject_country,subject_county,subject_cultivationStatus,subject_dataGeneralizations,subject_dateIdentified,subject_day,subject_decimalLatitude,subject_decimalLongitude,subject_disposition,subject_dynamicProperties,subject_endDayOfYear,subject_establishmentMeans,subject_eventDate,subject_family,subject_fieldNumber,subject_file1,subject_file2,subject_genus,subject_geodeticDatum,subject_georeferenceProtocol,subject_georeferenceRemarks,subject_georeferenceSources,subject_georeferenceVerificationStatus,subject_georeferencedBy,subject_habitat,subject_identificationQualifier,subject_identificationReferences,subject_identificationRemarks,subject_identifiedBy,subject_individualCount,subject_informationWithheld,subject_infraspecificEpithet,subject_institutionCode,subject_kingdom,subject_lifeStage,subject_locality,subject_localitySecurity,subject_localitySecurityReason,subject_locationRemarks,subject_maximumDepthInMeters,subject_maximumElevationInMeters,subject_minimumDepthInMeters,subject_minimumElevationInMeters,subject_month,subject_municipality,subject_occurrenceID,subject_occurrenceRemarks,subject_order,subject_otherCatalogNumbers,subject_phylum,subject_preparations,subject_recordNumber,subject_recordedBy,subject_recordedByID,subject_reproductiveCondition,subject_retired,subject_samplingEffort,subject_samplingProtocol,subject_scientificName,subject_scientificNameAuthorship,subject_sex,subject_specificEpithet,subject_startDayOfYear,subject_stateProvince,subject_substrate,subject_taxonRank,subject_taxonRemarks,subject_typeStatus,subject_verbatimAttributes,subject_verbatimCoordinates,subject_verbatimDepth,subject_verbatimElevation,subject_verbatimEventDate,subject_year
2192758,Myanmar,,,Bawdin,Burma: Nam La,S. & L. Steinhauser,5 - May - V,21,1963,"Bawdwin, A. C. Allyn Acc. 1973-23, ALOPP 141",Not shown,,,,,,,PreservedSpecimen,HLOPP141,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP141Dorsal.JPG,HLOPP141Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:15:48.928Z', 'workflow_id': 2054, 'id': 1980451, 'subject_id': 2192758, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T23:14:22.131Z', 'retired_at': '2016-06-27T23:14:22.000Z'}",,,,,,,,,,,,,,,,,,
2192762,Myanmar,,,,"Burma: Nam La
Bawdwin",S. & L. Steinhauser,1 - January - I,25,1967,,Not shown,,,,,,,PreservedSpecimen,HLOPP142,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP142Dorsal.JPG,HLOPP142Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:40:41.706Z', 'workflow_id': 2054, 'id': 1981939, 'subject_id': 2192762, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T14:06:39.450Z', 'retired_at': '2016-06-24T14:06:39.430Z'}",,,,,,,,,,,,,,,,,,
2192764,Myanmar,,,,"Burma: Nam La, Bawiwin","S and L Steinhauser
A C Allyn",11 - November - XI,13,1963,"Bawdwin
Acc. 1973-23",Not shown,,,,,,,PreservedSpecimen,HLOPP143,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP143Dorsal.JPG,HLOPP143Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T04:44:18.423Z', 'workflow_id': 2054, 'id': 1987797, 'subject_id': 2192764, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T02:21:27.770Z', 'retired_at': '2016-06-22T02:21:27.731Z'}",,,,,,,,,,,,,,,,,,
2192766,Myanmar,,,,Rangoon,S & L Steinhauser,Not Shown,Not Shown,1960,A. C. Allyn; Acc. 1973-23; HLOPP144,Not shown,,,,,,,PreservedSpecimen,HLOPP144,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP144Dorsal.JPG,HLOPP144Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:08:28.471Z', 'workflow_id': 2054, 'id': 1981427, 'subject_id': 2192766, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T06:11:41.206Z', 'retired_at': '2016-06-19T06:11:41.135Z'}",,,,,,,,,,,,,,,,,,
2192770,Myanmar,,,,Rangoon,S. & L. Steinhauser,9 - September - IX,Not Shown,1960,A. C. Allyn Acc. 1972-23,Not shown,,,,,,,PreservedSpecimen,HLOPP145,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP145Dorsal.JPG,HLOPP145Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T16:46:27.217Z', 'workflow_id': 2054, 'id': 1996547, 'subject_id': 2192770, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T20:23:44.982Z', 'retired_at': '2016-06-27T20:23:44.870Z'}",,,,,,,,,,,,,,,,,,
2192772,Myanmar,,,,Rangoon,S & L Steinhauser,Not Shown,Not Shown,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP146,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP146Dorsal.JPG,HLOPP146Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:40:45.553Z', 'workflow_id': 2054, 'id': 1981636, 'subject_id': 2192772, 'classifications_count': 4, 'retirement_reason': None, 'updated_at': '2016-06-17T18:07:16.078Z', 'retired_at': '2016-06-17T18:07:16.010Z'}",,,,,,,,,,,,,,,,,,
2192774,India,,,P. Elyka,Assam,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP147,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP147Dorsal.JPG,HLOPP147Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-21T04:21:43.256Z', 'workflow_id': 2054, 'id': 1990709, 'subject_id': 2192774, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T20:14:05.949Z', 'retired_at': '2016-06-27T20:14:05.601Z'}",,,,,,,,,,,,,,,,,,
2192779,Unknown Country,,,Chilasa paradoxa aenigma (Wallace),,,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP148,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP148Dorsal.JPG,HLOPP148Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:33:47.693Z', 'workflow_id': 2054, 'id': 1981185, 'subject_id': 2192779, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T19:48:02.687Z', 'retired_at': '2016-06-27T19:48:02.662Z'}",,,,,,,,,,,,,,,,,,
2192782,<NO MATCHES>,,,Chilasa paradoxa aenigma,Bukit Tarek Forest Selangor,Alix Fl,10 - October - X,16,1977,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP149,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP149Dorsal.JPG,HLOPP149Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T16:29:10.059Z', 'workflow_id': 2054, 'id': 1996509, 'subject_id': 2192782, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T20:08:23.536Z', 'retired_at': '2016-06-27T20:08:23.425Z'}",,,,,,,,,,,,,,,,,,
2192786,United States of America,Montgomery,Maryland,Papilio glaucus glaucus,"summer form ex-ova from Seneca, MD",H. Pavulaan,7 - July - VII,29,1986,,Not shown,,,,LEP-33596,,,PreservedSpecimen,HLOPP14,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP14Dorsal.JPG,HLOPP14Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:52:34.592Z', 'workflow_id': 2054, 'id': 1982026, 'subject_id': 2192786, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T17:36:51.637Z', 'retired_at': '2016-06-24T17:36:51.549Z'}",,,,,,,,,,,,,,,,,,
2192788,Unknown Country,,,Chilasa paradoxa aenigma,,McCartney colln.,Not Shown,Not Shown,Not Shown,McCartney colln. Allyn Museum Acc. 1990-1.,Not shown,,,,,,,PreservedSpecimen,HLOPP150,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP150Dorsal.JPG,HLOPP150Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T18:43:24.087Z', 'workflow_id': 2054, 'id': 1980168, 'subject_id': 2192788, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T00:43:59.923Z', 'retired_at': '2016-06-19T00:43:59.785Z'}",,,,,,,,,,,,,,,,,,
2192791,Unknown Country,,,Chilasa paradoxa aenigma,,,Not Shown,Not Shown,Not Shown,"McCartney Colln. Allyn Museum Acc. 1990-1, HLOPP 151",Not shown,,,,,,,PreservedSpecimen,HLOPP151,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP151Dorsal.JPG,HLOPP151Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T16:58:36.046Z', 'workflow_id': 2054, 'id': 1979831, 'subject_id': 2192791, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T22:31:45.370Z', 'retired_at': '2016-06-17T22:31:45.340Z'}",,,,,,,,,,,,,,,,,,
2192795,Unknown Country,,,Chilasa paradoxa aenigma (Wallace),<NO MATCHES>,Wallace,Not Shown,Not Shown,Not Shown,"McCartney colln., Allyn Museum Acc. 1990-1 AGF",Not shown,,,,,,,PreservedSpecimen,HLOPP152,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP152Dorsal.JPG,HLOPP152Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T18:53:44.752Z', 'workflow_id': 2054, 'id': 1980273, 'subject_id': 2192795, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-16T19:11:33.349Z', 'retired_at': '2016-06-16T19:11:33.313Z'}",,,,,,,,,,,,,,,,,,
2192796,Unknown Country,,,Chilasa paradoxa aenigma,,Wallace,Not Shown,Not Shown,Not Shown,McCartney colln. Allyn Museum Acc. No. 1990-1,Not shown,,,,,,,PreservedSpecimen,HLOPP153,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP153Dorsal.JPG,HLOPP153Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T16:34:38.735Z', 'workflow_id': 2054, 'id': 1979763, 'subject_id': 2192796, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T01:38:42.747Z', 'retired_at': '2016-06-22T01:38:42.672Z'}",,,,,,,,,,,,,,,,,,
2192798,Indonesia,,,Chilasa paradoxa aenigma,"Padang, Padjang, Sumatra",<NO MATCHES>,10 - October - X,Not Shown,1919,Allyn Museum Acc. 1967-1; HLOPP154; (Wallace),Not shown,,,,,,,PreservedSpecimen,HLOPP154,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP154Dorsal.JPG,HLOPP154Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T11:28:41.926Z', 'workflow_id': 2054, 'id': 1984270, 'subject_id': 2192798, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T17:38:11.541Z', 'retired_at': '2016-06-21T17:38:11.510Z'}",,,,,,,,,,,,,,,,,,
2192803,Indonesia,,,Chilasa paradoxa aenigma (wallace),<NO MATCHES>,GRAUHOFF,11 - November - XI,17,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP155,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP155Dorsal.JPG,HLOPP155Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T20:21:07.678Z', 'workflow_id': 2054, 'id': 1989074, 'subject_id': 2192803, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T16:37:05.902Z', 'retired_at': '2016-06-25T16:37:05.809Z'}",,,,,,,,,,,,,,,,,,
2192805,Indonesia,,,Chilasa paradoxa aenigma,Tamanuli Sumatra,,10 - October - X,Not Shown,1913,"Allyn Museum
Acc. 1967-1",Not shown,,,,,,,PreservedSpecimen,HLOPP156,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP156Dorsal.JPG,HLOPP156Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:34:01.458Z', 'workflow_id': 2054, 'id': 1980677, 'subject_id': 2192805, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T18:33:01.338Z', 'retired_at': '2016-06-21T18:33:01.299Z'}",,,,,,,,,,,,,,,,,,
2192808,Unknown Country,,,Chilasa paradoxa aenigma,,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP157,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP157Dorsal.JPG,HLOPP157Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T19:24:06.864Z', 'workflow_id': 2054, 'id': 1988966, 'subject_id': 2192808, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T21:39:40.494Z', 'retired_at': '2016-06-20T21:39:40.438Z'}",,,,,,,,,,,,,,,,,,
2192811,Unknown Country,,,Chilasa paradoxa aenigma,,,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP158,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP158Dorsal.JPG,HLOPP158Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T16:52:03.109Z', 'workflow_id': 2054, 'id': 1996570, 'subject_id': 2192811, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T17:10:38.869Z', 'retired_at': '2016-06-28T17:10:38.692Z'}",,,,,,,,,,,,,,,,,,
2192817,Indonesia,,,"Chilasa p. paradoxa
(Zinken-Sommer)","Pattenbang
Sumatra",Grasshoff,10 - October - X,Not Shown,1913,"Allyn Museum
Acc. 1967-1",Not shown,,,,,,,PreservedSpecimen,HLOPP159,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP159Dorsal.JPG,HLOPP159Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:51:44.965Z', 'workflow_id': 2054, 'id': 1981310, 'subject_id': 2192817, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T19:31:29.634Z', 'retired_at': '2016-06-17T19:31:29.546Z'}",,,,,,,,,,,,,,,,,,
2192821,Indonesia,,,Chilasa p. paradoxa,Sumatra,Zinken-Sommer,1 - January - I,Not Shown,1967,,Not shown,,,,,,,PreservedSpecimen,HLOPP160,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP160Dorsal.JPG,HLOPP160Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:43:21.264Z', 'workflow_id': 2054, 'id': 1981964, 'subject_id': 2192821, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T01:22:26.129Z', 'retired_at': '2016-06-24T01:22:26.035Z'}",,,,,,,,,,,,,,,,,,
2192822,Indonesia,,,Chilasa p. paradoxa,Padang Padjang. Sumatra,Grassholt,9 - September - IX,23,1913,,Not shown,,,,,,,PreservedSpecimen,HLOPP161,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP161Dorsal.JPG,HLOPP161Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:15:03.241Z', 'workflow_id': 2054, 'id': 1984644, 'subject_id': 2192822, 'classifications_count': 4, 'retirement_reason': None, 'updated_at': '2016-06-18T18:31:40.221Z', 'retired_at': '2016-06-18T18:31:40.188Z'}",,,,,,,,,,,,,,,,,,
2192826,Indonesia,,,Chills p. paradoxa,"Palambang, Sumatra, Grashafz con.",Grassbatt,10 - October - X,14,1913,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP162,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP162Dorsal.JPG,HLOPP162Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T20:32:39.704Z', 'workflow_id': 2054, 'id': 1985538, 'subject_id': 2192826, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T22:43:15.396Z', 'retired_at': '2016-06-21T22:43:15.308Z'}",,,,,,,,,,,,,,,,,,
2192831,Indonesia,,,Chilasa p. paradoxa,"Gedeh, Java",G. Ovmlijkink,10 - October - X,<NO MATCHES>,<NO MATCHES>,<NO MATCHES>,Not shown,,,5000 ft,,,,PreservedSpecimen,HLOPP163,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP163Dorsal.JPG,HLOPP163Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T20:03:33.740Z', 'workflow_id': 2054, 'id': 1990217, 'subject_id': 2192831, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T00:36:50.721Z', 'retired_at': '2016-06-27T00:36:50.688Z'}",,,,,,,,,,,,,,,,,,
2192833,<NO MATCHES>,,,Chilasa paradoxa telesicles,"Mt. Marapok
Dent Province
British North Borneo","C. & R. Felder, G.",Not Shown,Not Shown,Not Shown,"Allyn Museum
Acc. 1966-1
M! Marapok",Not shown,,,,,,,PreservedSpecimen,HLOPP164,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP164Dorsal.JPG,HLOPP164Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:50:33.856Z', 'workflow_id': 2054, 'id': 1982571, 'subject_id': 2192833, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T22:42:54.879Z', 'retired_at': '2016-06-27T22:42:54.737Z'}",,,,,,,,,,,,,,,,,,
2192834,Unknown Country,,,Chilasa paradoxa telesicles (C. & R. Felder),North Borneo - Current state is Sabah. Probably from East Coast residency,W. B. Pryer,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP165,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP165Dorsal.JPG,HLOPP165Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T18:18:54.619Z', 'workflow_id': 2054, 'id': 1985164, 'subject_id': 2192834, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T20:33:07.409Z', 'retired_at': '2016-06-20T20:33:07.266Z'}",,,,,,,,,,,,,,,,,,
2192835,<NO MATCHES>,,,Chilasa paradoxa telesicles,East Coast,W. B. Pryer,Not Shown,Not Shown,1878,,Not shown,,,,,,,PreservedSpecimen,HLOPP166,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP166Dorsal.JPG,HLOPP166Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:59:17.458Z', 'workflow_id': 2054, 'id': 1984759, 'subject_id': 2192835, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T14:13:28.152Z', 'retired_at': '2016-06-22T14:13:27.976Z'}",,,,,,,,,,,,,,,,,,
2192837,Malaysia,,,Chilasa paradoxa telesicles. P. p. aenigma.,"British North Borneo {ie modern Sabah}
probably fr. East
Coast Residency","Date of collection from 1878-1898
Collected by W. B. Pryer
Presented 1900 by Mrs W. B. Pryer",Not Shown,Not Shown,<NO MATCHES>,"Coll. 1878-1898
by W.B.Pryer
Pres. 1900 by
Mrs.W.B.Pryer.
1900
3606
Exchange, 1985
from HEC/UMO
to AME/FSM
no.
Acc. 1985-5
P.p.
Enigma
wall.",Not shown,,,,,,,PreservedSpecimen,HLOPP167,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP167Dorsal.JPG,HLOPP167Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-21T08:36:36.375Z', 'workflow_id': 2054, 'id': 1990886, 'subject_id': 2192837, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T02:39:32.988Z', 'retired_at': '2016-06-27T02:39:32.888Z'}",,,,,,,,,,,,,,,,,,
2192841,British Indian Ocean Territory,,,Chilasa paradoxa telesicles,British North Borneo probably fr. East Coast Residency,W. B. Pryer,Not Shown,Not Shown,<NO MATCHES>,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP168,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP168Dorsal.JPG,HLOPP168Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T23:12:31.924Z', 'workflow_id': 2054, 'id': 1982116, 'subject_id': 2192841, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T14:08:31.889Z', 'retired_at': '2016-06-20T14:08:31.815Z'}",,,,,,,,,,,,,,,,,,
2192845,Indonesia,,,Chilasa veiovis,Makassar Celebes,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP169,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP169Dorsal.JPG,HLOPP169Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:39:54.831Z', 'workflow_id': 2054, 'id': 1985831, 'subject_id': 2192845, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T04:29:27.526Z', 'retired_at': '2016-06-21T04:29:27.468Z'}",,,,,,,,,,,,,,,,,,
2192848,Indonesia,,,Chilasa veiovis (Hewitson),N Celebes I. Reser,<NO MATCHES>,7 - July - VII,14,1922,A.C. Allyn Acc. 1971-2,Not shown,,,,,,,PreservedSpecimen,HLOPP170,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP170Dorsal.JPG,HLOPP170Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T16:40:10.246Z', 'workflow_id': 2054, 'id': 1984963, 'subject_id': 2192848, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T02:04:37.751Z', 'retired_at': '2016-06-21T02:04:37.658Z'}",,,,,,,,,,,,,,,,,,
2192852,Papua New Guinea,,,Chilasa laglaizei,Morobe Waria Valley,P Laglaizi,7 - July - VII,Not Shown,1978,Allyn Museum Acc. 1979-28,Not shown,,,2500',,,,PreservedSpecimen,HLOPP171,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP171Dorsal.JPG,HLOPP171Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-23T09:40:10.229Z', 'workflow_id': 2054, 'id': 1999673, 'subject_id': 2192852, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T22:45:35.254Z', 'retired_at': '2016-06-27T22:45:35.195Z'}",,,,,,,,,,,,,,,,,,
2192854,Papua New Guinea,,,Chilasa (?) laglaizei,Woria Valley,D. Matusak,Not Shown,Not Shown,1978,,Not shown,,,2500',,,,PreservedSpecimen,HLOPP172,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP172Dorsal.JPG,HLOPP172Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T18:43:22.159Z', 'workflow_id': 2054, 'id': 1980167, 'subject_id': 2192854, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T19:14:23.437Z', 'retired_at': '2016-06-19T19:14:23.308Z'}",,,,,,,,,,,,,,,,,,
2192858,Papua New Guinea,,,Chilasa laglaizei,Morobe Prov. Waria Valley.,D. Marusak,9 - September - IX,Not Shown,1978,,Not shown,,,,,,,PreservedSpecimen,HLOPP173,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP173Dorsal.JPG,HLOPP173Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:17:35.338Z', 'workflow_id': 2054, 'id': 1981483, 'subject_id': 2192858, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T22:04:25.147Z', 'retired_at': '2016-06-18T22:04:24.977Z'}",,,,,,,,,,,,,,,,,,
